Date,Close
2021-07-09,14.850000381469727
2021-07-12,14.680000305175781
2021-07-13,14.460000038146973
2021-07-14,14.539999961853027
2021-07-15,14.4399995803833
2021-07-16,14.359999656677246
2021-07-19,13.84000015258789
2021-07-20,13.75
2021-07-21,14.0600004196167
2021-07-22,14.140000343322754
2021-07-23,14.40999984741211
2021-07-26,14.979999542236328
2021-07-27,14.09000015258789
2021-07-28,14.579999923706055
2021-07-29,15.770000457763672
2021-07-30,16.030000686645508
2021-08-02,16.56999969482422
2021-08-03,16.950000762939453
2021-08-04,16.6200008392334
2021-08-05,16.850000381469727
2021-08-06,16.850000381469727
2021-08-09,16.56999969482422
2021-08-10,16.639999389648438
2021-08-11,17.65999984741211
2021-08-12,17.450000762939453
2021-08-13,17.6299991607666
2021-08-16,17.850000381469727
2021-08-17,15.670000076293945
2021-08-18,15.520000457763672
2021-08-19,15.279999732971191
2021-08-20,14.529999732971191
2021-08-23,14.789999961853027
2021-08-24,15.470000267028809
2021-08-25,15.569999694824219
2021-08-26,15.470000267028809
2021-08-27,16.25
2021-08-30,16.3700008392334
2021-08-31,16.459999084472656
2021-09-01,16.790000915527344
2021-09-02,16.719999313354492
2021-09-03,17.010000228881836
2021-09-07,17.049999237060547
2021-09-08,17.190000534057617
2021-09-09,17.479999542236328
2021-09-10,16.600000381469727
2021-09-13,16.729999542236328
2021-09-14,16.469999313354492
2021-09-15,17.030000686645508
2021-09-16,16.75
2021-09-17,16.079999923706055
2021-09-20,15.569999694824219
2021-09-21,15.729999542236328
2021-09-22,16.06999969482422
2021-09-23,16.059999465942383
2021-09-24,15.649999618530273
2021-09-27,15.220000267028809
2021-09-28,15.210000038146973
2021-09-29,15.479999542236328
2021-09-30,15.279999732971191
2021-10-01,15.479999542236328
2021-10-04,15.84000015258789
2021-10-05,16.010000228881836
2021-10-06,15.399999618530273
2021-10-07,15.6899995803833
