Date,Close
2021-07-09,27.200000762939453
2021-07-12,27.280000686645508
2021-07-13,26.670000076293945
2021-07-14,26.780000686645508
2021-07-15,27.309999465942383
2021-07-16,26.760000228881836
2021-07-19,26.079999923706055
2021-07-20,27.280000686645508
2021-07-21,27.360000610351562
2021-07-22,26.530000686645508
2021-07-23,26.770000457763672
2021-07-26,26.889999389648438
2021-07-27,26.6299991607666
2021-07-28,26.940000534057617
2021-07-29,27.34000015258789
2021-07-30,26.780000686645508
2021-08-02,26.690000534057617
2021-08-03,26.920000076293945
2021-08-04,27.059999465942383
2021-08-05,27.780000686645508
2021-08-06,29.290000915527344
2021-08-09,28.950000762939453
2021-08-10,29.760000228881836
2021-08-11,30.1200008392334
2021-08-12,29.950000762939453
2021-08-13,29.790000915527344
2021-08-16,29.65999984741211
2021-08-17,29.34000015258789
2021-08-18,29.149999618530273
2021-08-19,28.93000030517578
2021-08-20,29.6299991607666
2021-08-23,29.469999313354492
2021-08-24,29.510000228881836
2021-08-25,29.6200008392334
2021-08-26,29.540000915527344
2021-08-27,30.969999313354492
2021-08-30,30.1200008392334
2021-08-31,30.399999618530273
2021-09-01,30.270000457763672
2021-09-02,30.15999984741211
2021-09-03,30.059999465942383
2021-09-07,29.760000228881836
2021-09-08,29.5
2021-09-09,29.799999237060547
2021-09-10,29.520000457763672
2021-09-13,29.770000457763672
2021-09-14,29.0
2021-09-15,29.559999465942383
2021-09-16,29.360000610351562
2021-09-17,30.5
2021-09-20,29.579999923706055
2021-09-21,29.700000762939453
2021-09-22,29.729999542236328
2021-09-23,30.770000457763672
2021-09-24,30.920000076293945
2021-09-27,32.38999938964844
2021-09-28,32.0
2021-09-29,32.18000030517578
2021-09-30,31.84000015258789
2021-10-01,32.36000061035156
2021-10-04,32.5
2021-10-05,32.400001525878906
2021-10-06,31.81999969482422
2021-10-07,32.52000045776367
