Date,Close
2021-07-09,21.709999084472656
2021-07-12,21.670000076293945
2021-07-13,22.06999969482422
2021-07-14,21.40999984741211
2021-07-15,21.1299991607666
2021-07-16,21.1299991607666
2021-07-19,19.809999465942383
2021-07-20,19.959999084472656
2021-07-21,20.809999465942383
2021-07-22,21.25
2021-07-23,21.3700008392334
2021-07-26,21.3700008392334
2021-07-27,21.239999771118164
2021-07-28,21.420000076293945
2021-07-29,21.770000457763672
2021-07-30,21.790000915527344
2021-08-02,21.200000762939453
2021-08-03,21.020000457763672
2021-08-04,20.350000381469727
2021-08-05,20.739999771118164
2021-08-06,20.6200008392334
2021-08-09,20.100000381469727
2021-08-10,20.65999984741211
2021-08-11,20.850000381469727
2021-08-12,20.760000228881836
2021-08-13,20.440000534057617
2021-08-16,20.290000915527344
2021-08-17,20.049999237060547
2021-08-18,19.559999465942383
2021-08-19,19.389999389648438
2021-08-20,18.719999313354492
2021-08-23,19.799999237060547
2021-08-24,20.540000915527344
2021-08-25,20.670000076293945
2021-08-26,20.549999237060547
2021-08-27,20.790000915527344
2021-08-30,20.940000534057617
2021-08-31,20.809999465942383
2021-09-01,20.670000076293945
2021-09-02,21.190000534057617
2021-09-03,21.0
2021-09-07,20.709999084472656
2021-09-08,21.0
2021-09-09,20.600000381469727
2021-09-10,21.100000381469727
2021-09-13,21.40999984741211
2021-09-14,21.34000015258789
2021-09-15,22.0
2021-09-16,22.0
2021-09-17,21.760000228881836
2021-09-20,21.440000534057617
2021-09-21,21.459999084472656
2021-09-22,21.920000076293945
2021-09-23,22.280000686645508
2021-09-24,22.479999542236328
2021-09-27,22.940000534057617
2021-09-28,22.780000686645508
2021-09-29,22.739999771118164
2021-09-30,22.860000610351562
2021-10-01,23.049999237060547
2021-10-04,23.68000030517578
2021-10-05,24.170000076293945
2021-10-06,23.440000534057617
2021-10-07,23.898099899291992
