Date,Close
2021-07-09,11.819999694824219
2021-07-12,11.789999961853027
2021-07-13,11.210000038146973
2021-07-14,11.09000015258789
2021-07-15,10.949999809265137
2021-07-16,10.470000267028809
2021-07-19,10.5
2021-07-20,10.949999809265137
2021-07-21,10.989999771118164
2021-07-22,10.65999984741211
2021-07-23,10.6899995803833
2021-07-26,10.619999885559082
2021-07-27,10.5
2021-07-28,10.4399995803833
2021-07-29,10.40999984741211
2021-07-30,10.520000457763672
2021-08-02,10.680000305175781
2021-08-03,11.0600004196167
2021-08-04,10.979999542236328
2021-08-05,11.329999923706055
2021-08-06,11.210000038146973
2021-08-09,11.489999771118164
2021-08-10,12.229999542236328
2021-08-11,12.300000190734863
2021-08-12,12.1899995803833
2021-08-13,12.09000015258789
2021-08-16,11.649999618530273
2021-08-17,11.0
2021-08-18,10.65999984741211
2021-08-19,10.550000190734863
2021-08-20,10.789999961853027
2021-08-23,10.880000114440918
2021-08-24,11.350000381469727
2021-08-25,11.600000381469727
2021-08-26,11.5600004196167
2021-08-27,11.760000228881836
2021-08-30,12.220000267028809
2021-08-31,11.600000381469727
2021-09-01,11.550000190734863
2021-09-02,11.399999618530273
2021-09-03,11.40999984741211
2021-09-07,11.039999961853027
2021-09-08,10.760000228881836
2021-09-09,11.210000038146973
2021-09-10,11.130000114440918
2021-09-13,11.0
2021-09-14,10.6899995803833
2021-09-15,10.800000190734863
2021-09-16,10.829999923706055
2021-09-17,10.829999923706055
2021-09-20,10.380000114440918
2021-09-21,10.470000267028809
2021-09-22,10.609999656677246
2021-09-23,10.859999656677246
2021-09-24,10.989999771118164
2021-09-27,11.210000038146973
2021-09-28,10.9399995803833
2021-09-29,11.149999618530273
2021-09-30,9.520000457763672
2021-10-01,9.949999809265137
2021-10-04,9.979999542236328
2021-10-05,10.229999542236328
2021-10-06,9.899999618530273
2021-10-07,10.260000228881836
